"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2020-07-30,2020,7,30,16:55:00,"Daylight","Clear","Geauga County","Chesterland",41.522552,-81.373061,TRUE,FALSE,"Unit 1 was traveling westbound on U.S. 322 approaching 7501 Mayfield Road. Unit 2 was inside of a parked UPS truck on the north side of U.S. 322 facing westbound directly in front of 7501 Mayfield Road. Unit 2 exited the vehicle on the driver side (south side) when he was struck by Unit 1."
2020-07-28,2020,7,28,09:15:00,"Daylight","Clear","Shelby County","Sidney",40.287906,-84.185108,FALSE,TRUE,"UNIT 2 WAS ON A BICYCLE AT THE ENTRANCE TO 2006 MICHIGAN ST FACING SOUTHBOUND WHEN UNIT 2'S BICYCLE WAS STRUCK BY UNIT 1 (A PASSING SEMI) KNOCKING HER TO THE GROUND.  UNIT 2 WAS THEN STRUCK BY THE REAR WHEELS OF UNIT 1'S TRAILER."
2020-08-08,2020,8,8,19:45:00,"Daylight","Clear","Montgomery County","Dayton",39.732372,-84.233026,TRUE,FALSE,"On August 8; 2020 at about 1945 hours; unit number one was travelling east on Nicholas Road in the only east bound lane of travel at an unknown rate of speed and when at 2420 Nicholas Road; struck a pedestrian that was walking westbound along the south side of the roadway due to no sidewalks being present.Unit number one then continued off the north side of the roadway and collided with two trees prior to coming to final rest."
2020-08-10,2020,8,10,20:35:00,"Dark - Lighted Roadway","Cloudy","Montgomery County","Dayton",39.752361,-84.23542,TRUE,FALSE,"On August 10; 2020 at approximately 2035 hours; unit number one was traveling from south to north across West Third Street near Lorenze Avenue and failed to yield the right of way to and was struck by unit number two. Unit number two was traveling westbound on West Third in a unknown lane of travel at a unknown rate of speed; unit number two then fled the scene without properly identifying themselves."
2020-08-07,2020,8,7,20:18:00,"Daylight","Clear","Wood County","Bloom (Township of)",41.2105,-83.577,TRUE,FALSE,"Unit 1 advised he was traveling westbound on Oil Center Rd. between Cloverdale Rd. and Huffman Rd. when he ran over a bicycle in the roadway. Further investigation uncovered that a pedestrian had been struck; to some degree; by Unit 1. No injuries were reported from the operator of Unit 1."
2020-09-02,2020,9,2,06:13:00,"Dark - Lighted Roadway","Rain","Montgomery County","Dayton",39.74471,-84.187765,TRUE,FALSE,"On September 2; 2020 at about 0613 hours; unit number one; a pedestrian; was travelling north on South Main Street on the east sidewalk and when approximately 365 feet north of Wyoming Street; entered the roadway of South Main Street to travel west bound in a place other than a crosswalk when crosswalks are present and in doing so; was struck by unit number two who was travelling north on North Main Street in the second lane from the east curb at an unknown rate of speed."
2020-08-29,2020,8,29,19:06:00,"Daylight","Clear","Montgomery County","Trotwood",39.775636,-84.348974,TRUE,FALSE,"Unit 2 was a cyclist riding westbound on Little Richmond Road side by side with another cyclist. Unit 1 was also traveling westbound on Little Richmond Road behind the 2 cyclist. The driver of Unit 1 advised due to the sun glare she did not see the cyclist; and consequently struck Unit 2. After initial impact the Unit 2 cyclist was ejected off the bike onto the windshield of Unit 1; breaking the windshield. Unit 2 cyclist then came off of the car striking the pavement before sliding to final rest on the roadway. The Unit 2 cyclist was pronounced deceased at the scene."
2020-08-26,2020,8,26,21:40:00,"Dark - Lighted Roadway","Clear","Franklin County","Clinton (Township of)",40.036874,-82.960852,TRUE,FALSE,"Unit 1; a pedestrian; was walking north on Cleveland Avenue with Witness 1. Unit 1 then walked from east to west across the travel lanes of Cleveland Avenue towards 3411 Cleveland Avenue. Unit 2; an unknown vehicle; was traveling south on Cleveland Avenue and struck Unit 1 who was not in a marked crosswalk; then fled the scene."
2020-09-11,2020,9,11,20:16:00,"Dark - Lighted Roadway","Clear","Tuscarawas County","New Philadelphia",40.491802,-81.458939,TRUE,FALSE,"Unit 1 the pederstrian; was said to be crossing West High Ave in the cross walk when he was struck by Unit 2. Unit 2 was traveling east bound on West High Ave and by all witness accounts had the right of way by means of a green light being activated by the traffic signal. Witness statements differ in regards to the direction of travel by Unit 1. The majory of the known witneses advised that Unit 1 was traveling from north to south in the crosswalk when he was struck. Some advised that Unit 1 was traveling from south to north in the crosswalk when he was struck."
2020-10-31,2020,10,31,20:47:00,"Dark - Lighted Roadway","Clear","Montgomery County","Dayton",39.787252,-84.225696,TRUE,FALSE,"On October 31; 2020 at approximately 2047 hours; unit number one was walking east across Catalpa Drive (outside of the marked crosswalk) at 2204 Catalpa Drive and was struck by unit number two. Unit number two was traveling north on Catalpa Drive in the only lane of travel at an unknown rate of speed. Unit number two then fled the scene without properly identifying themselves."
2020-11-14,2020,11,14,22:04:00,"Dark - Lighted Roadway","Rain","Wood County","Bowling Green",41.374839,-83.648625,TRUE,FALSE,"U-1 was traveling southbound on N Prospect St in the left turn lane. U-2 and U-3 were walking southbound across E Wooster St in a clearly marked crosswalk. U-1 failed to yield the right of way to the pedestrians within the crosswalk and turned left to proceed eastbound onto E Wooster St. U-1 struck U-2 and U-3 within the north/south crosswalk; causing damage and injuries."
2020-11-18,2020,11,18,15:53:00,"Dawn/Dusk","Clear","Montgomery County","Dayton",39.7355,-84.2679,TRUE,FALSE,"At about 1553 on 11/18/2020 unit number one was backing in the driveway of 544 Liscum Drive when they struck unit number two; a pedestrian; with the open driver's door. Both unit number one and unit number two continued westbound onto Liscum dr where they were struck by unit number three which was traveling southbound on Liscum Drive at an unknown speed in the only lane of travel. Unit number two then became trapped underneath unit number three. Unit number one left the west side of the roadway and came to rest in foliage."
2020-12-23,2020,12,23,14:56:00,"Daylight","Cloudy","Licking County","Newark",40.063815,-82.453746,TRUE,FALSE,"12/23/2020; 1456 hours; Unit#01 was traveling east on Londondale Parkway and struck two pedestrains(woman with a baby in a stroller/Unit#02 & Unit#03) and left the scene of the traffic crash.  Woman and child were flown by EMS to Children's Hospital in Columbus Ohio and Grant Hospital in Columbus Ohio. Newark Fire Dept. transported subjects to landing zone at OSU Newark/COTC area.    12/23/20; 2015 hours; Newark Police Detectives identified the operator and vehicle (also see NPD Incident#20-38801). On 12/25/2020; detectives were advised unit 3 passed away due to her injuries."
2020-09-20,2020,9,20,03:33:00,"Dark - Lighted Roadway","Clear","Montgomery County","Dayton",39.738979,-84.150959,TRUE,FALSE,"On September 20; 2020 at approximately 0333 hours unit number one was traveling east on Wayne avenue in the only lane of travel and at a unknown rate of speed and when just east of Pursell Avenue unit number two fell from the back of the open bed of the truck. Unit number two was riding in the open bed of unit nummber one. Unit number one then failed to stop after unit number two fell from the truck."
2021-01-05,2021,1,5,06:55:00,"Dark - Lighted Roadway","Clear","Licking County","Newark",40.088938,-82.42722,TRUE,FALSE,"Unit 1  was NB on 21 St. Just south of Gladys Ave; Unit 1 stuck a pedestrian (Unit 2) who was walking in the roadway. Nothing further at this time."
2021-01-15,2021,1,15,05:46:00,"Dark - Lighted Roadway","Rain","Butler County","Hamilton",39.3977,-84.5578,TRUE,FALSE,"Unit 1 was traveling WB across Witt Way outside of a crosswalk. Unit 2 was traveling SB on Witt Way near Court St. Unit 1 improperly crossed in the travel lane and was struck by Unit 2."
2021-02-20,2021,2,20,20:31:00,"Dark - Lighted Roadway","Cloudy","Cuyahoga County","Cleveland",41.464371,-81.579803,TRUE,FALSE,"Unit 1 was walking SB on E 145th St then attempted to cross Kinsman Rd outside of a marked crosswalk. Unit 1 had crossed the WB lanes and was partway across the left EB lane of Kinsman Rd when they were struck by an unknown Unit 2. Unit 2 did not stop and continued EB on Kinsman Rd."
2021-03-25,2021,3,25,23:35:00,"Dark - Lighted Roadway","Rain","Cuyahoga County","Cleveland",41.493355,-81.660986,TRUE,FALSE,"Unit 1 operated WB on Community College Ave at Triedstone Ave. Unit 2; a pedestrian; was walking; pushing a wheelchair within the WB bicycle lane of Community College Ave. Unit 1 struck Unit 2; the pedestrian; and continued WB without stopping after the accident. Unit 2; Samuel G Jones; suffered severe trauma from the crash and was pronounced dead at 03/26/2021; at 2018 hrs at Metro Health Medical Center by Dr Ladhani."
2021-04-05,2021,4,5,10:00:00,"Daylight","Clear","Clark County","Springfield",39.921493,-83.776342,TRUE,FALSE,"WITNESS STATED THAT SHE WAS WB ON E HIGH ST.  WHEN #1; A PEDESTRIAN; ATTEMPTED TO CROSS THE ROADWAY FROM SOUTH CURB TO NORTH CURB IN FRONT OF 2220 E HIGH ST.  WITNESS STOPPED TO LET #1 CROSS ROADWAY; WHEN #2; A PICKUP PULLING A TRAILER WAS WB ON E HIGH STREET BEHIND THE WITNESS ATTEMPTED TO PASS WITNESS ON THE RIGHT.  IN DOING SO; #2 STRUCK #1 WITH THE TRAILER THAT #2 WAS PULLING CAUSING SERIOUS INJURIES.  #2 FLED THE SCENE WITHOUT STOPPING.  #1 WAS TRANSPORTED TO SRMC WHERE HE WAS PRONOUNCED DECEASED FROM THE INJURIES."
2021-01-02,2021,1,2,19:49:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.985138,-82.923946,TRUE,FALSE,"Unit 2 was traveling S/B across 5th Ave. on Rarig Ave. Unit 1 was traveling E/B on E. 5th Ave across Rarig Ave. Unit 1 collided with Unit 2 knocking Unit 2 approximately 15 feet east of the point of impact and onto the sidewalk. When officers arrived CFD Medic 21 was already on the scene. Unit 2 was pronounced at 19:57. Medics stated that there was no trauma on Unit 2 which would be unrelated to the accident. Officers viewed Unit 2 and determined the same.  Officers spoke with a witness on the scene who said that they saw a Silver car which he thought was a Honda CR-V turn right and stop on N. Gould Rd; south of E. 5th Ave. The witness described a black male; wearing light colored pants run towards and view Unit 2 and then quickly run back to his vehicle and exit the scene. The witness did not retrieve a license plate number. Officers went inside of the apartment building where they were told unit 2 may reside. Officers were able to determine the identity of Unit 2. Officers set up the crime scene and contacted AIU. Detectives shortly arrived to the scene. Unit 2 was taken to the Franklin County Coroners Office."
2021-01-01,2021,1,1,06:03:00,"Dark - Lighted Roadway","Cloudy","Franklin County","Columbus",39.917283,-82.91253,TRUE,FALSE,"The witness was parked in a parking lot just North of where the accident occured.  Per the witness he heard a loud ""smack"" and when he looked up he saw Unit 2 sliding e/b down Refugee Rd towards Commercial Lane.  The witness said he saw Unit 1 after it struck Unit 2 but could not provide any description of the vehicle other than it was a passenger car.  He said Unit 1 never stopped after striking Unit 2 and continued e/b on Refugee Rd."
2021-01-01,2021,1,1,02:08:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland Heights",41.508455,-81.574867,TRUE,FALSE,"Unit 1 was stopped at the curb un front of 2945 Euclid Heights Boulevard. Unit #2 was talking to the driver of Unit 1 through an open passenger side window. Unit #2 fell to the ground as Unit #1 pulled away. Unit #2 (Pedestrian) was struck by Unit #1 s right rear tire causing fatal injuries."
2021-01-14,2021,1,14,18:23:00,"Dark - Lighted Roadway","Clear","Franklin County","Columbus",39.95795,-83.03578,TRUE,FALSE,"Unit 2 was traveling westbound on W. Broad St in lane #2 passing N. Princeton Ave.  As Unit 2 passed N. Princeton a pedestrian was stopped in the middle of lane #2.  Unit 2 attempted to stop but ended up striking the pedestrian.  CFD Medic 10 transported the pedestrian to Mt. Carmel West where he was pronounced deceased by Dr. Seng at 6:45PM."
2021-01-21,2021,1,21,22:24:00,"Dark - Lighted Roadway","Clear","Allen County","Lima",40.716774,-84.09382,FALSE,TRUE,"Unit 2 was traveling westbound on E. Fourth. Unit 1 was a man on a bicycle traveling southeast from the northwest corner of the intersection toward the southeast corner of the intersection. The traffic signal turned green for Unit 2; who then proceeded into the intersection; making a southbound turn. Unit 1 rode his bicycle in front of Unit 2. Unit 2 struck Unit 1; who was knocked off his bicycle. Officers and EMS arrived on scene and found the rider of Unit 1 to be unresponsive laying in the roadway. The rider's had was facing North and his feet were facing South. There was a pool of blood coming from an unknown injury on the rider's head. Unit 1 was transported to LMH to be treated for his injuries. Unit 1 was later pronounced dead at LMH. Unit 1 was found to be the at fault party of this incident; as he was riding diagonally through the intersection and did not have a light on the front of his bicycle."
